Date,,Custis Bon Air,Custis Bon Air Ped IN,Custis Bon Air Ped OUT,Custis Bon Air Bike IN,Custis Bon Air Bike OUT
27/07/2013,21:30,1,0,0,1,0
27/07/2013,21:45,1,1,0,0,0
27/07/2013,22:00,0,0,0,0,0
27/07/2013,22:15,2,1,1,0,0
27/07/2013,22:30,4,0,1,1,2
27/07/2013,22:45,0,0,0,0,0
27/07/2013,23:00,1,0,1,0,0
27/07/2013,23:15,0,0,0,0,0
27/07/2013,23:30,0,0,0,0,0
27/07/2013,23:45,0,0,0,0,0
28/07/2013,00:00,0,0,0,0,0
28/07/2013,00:15,0,0,0,0,0
28/07/2013,00:30,0,0,0,0,0
28/07/2013,00:45,2,0,0,0,2
28/07/2013,01:00,1,1,0,0,0
28/07/2013,01:15,0,0,0,0,0
28/07/2013,01:30,0,0,0,0,0
28/07/2013,01:45,0,0,0,0,0
28/07/2013,02:00,0,0,0,0,0
28/07/2013,02:15,0,0,0,0,0
28/07/2013,02:30,0,0,0,0,0
28/07/2013,02:45,0,0,0,0,0
28/07/2013,03:00,0,0,0,0,0
28/07/2013,03:15,0,0,0,0,0
28/07/2013,03:30,0,0,0,0,0
28/07/2013,03:45,1,0,0,1,0
28/07/2013,04:00,0,0,0,0,0
28/07/2013,04:15,1,1,0,0,0
28/07/2013,04:30,1,0,0,0,1
28/07/2013,04:45,1,0,1,0,0
28/07/2013,05:00,0,0,0,0,0
28/07/2013,05:15,0,0,0,0,0
28/07/2013,05:30,3,1,0,0,2
28/07/2013,05:45,1,0,0,0,1
28/07/2013,06:00,2,1,0,1,0
28/07/2013,06:15,4,1,3,0,0
28/07/2013,06:30,5,0,2,2,1
28/07/2013,06:45,13,2,1,4,6
28/07/2013,07:00,16,1,2,8,5
28/07/2013,07:15,9,2,2,3,2
28/07/2013,07:30,12,6,1,2,3
28/07/2013,07:45,21,2,4,6,9
28/07/2013,08:00,34,2,9,11,12
28/07/2013,08:15,41,8,7,8,18
28/07/2013,08:30,35,5,8,10,12
28/07/2013,08:45,32,10,4,8,10
28/07/2013,09:00,49,7,12,13,17
28/07/2013,09:15,48,7,11,9,21
28/07/2013,09:30,32,11,9,4,8
28/07/2013,09:45,43,6,9,7,21
28/07/2013,10:00,38,8,7,9,14
28/07/2013,10:15,59,15,10,15,19
28/07/2013,10:30,70,13,11,18,28
28/07/2013,10:45,54,11,7,16,20
28/07/2013,11:00,45,5,6,11,23
28/07/2013,11:15,48,7,7,14,20
28/07/2013,11:30,50,10,6,17,17
28/07/2013,11:45,44,10,7,15,12
28/07/2013,12:00,51,7,10,15,19
28/07/2013,12:15,48,7,7,15,19
28/07/2013,12:30,42,4,4,15,19
28/07/2013,12:45,52,6,4,17,25
28/07/2013,13:00,37,5,1,15,16
28/07/2013,13:15,42,6,6,17,13
28/07/2013,13:30,31,5,3,5,18
28/07/2013,13:45,37,7,2,19,9
28/07/2013,14:00,52,6,8,21,17
28/07/2013,14:15,32,7,5,14,6
28/07/2013,14:30,30,5,6,8,11
28/07/2013,14:45,32,6,1,13,12
28/07/2013,15:00,44,6,5,22,11
28/07/2013,15:15,32,5,1,17,9
28/07/2013,15:30,34,5,7,13,9
28/07/2013,15:45,31,1,3,13,14
28/07/2013,16:00,31,6,1,14,10
28/07/2013,16:15,24,5,2,7,10
28/07/2013,16:30,21,3,2,7,9
28/07/2013,16:45,29,4,8,5,12
28/07/2013,17:00,24,3,4,8,9
28/07/2013,17:15,37,2,6,11,18
28/07/2013,17:30,15,4,4,3,4
28/07/2013,17:45,17,1,0,3,13
28/07/2013,18:00,11,2,3,2,4
28/07/2013,18:15,23,6,7,4,6
28/07/2013,18:30,19,4,4,2,9
28/07/2013,18:45,19,4,5,6,4
28/07/2013,19:00,18,5,5,3,5
28/07/2013,19:15,17,4,4,3,6
28/07/2013,19:30,11,2,3,4,2
28/07/2013,19:45,21,4,10,1,6
28/07/2013,20:00,20,2,4,9,5
28/07/2013,20:15,15,3,3,2,7
28/07/2013,20:30,10,1,2,4,3
28/07/2013,20:45,8,2,3,1,2
28/07/2013,21:00,2,0,2,0,0
28/07/2013,21:15,1,1,0,0,0
28/07/2013,21:30,5,0,2,2,1
28/07/2013,21:45,3,3,0,0,0
28/07/2013,22:00,1,0,0,0,1
28/07/2013,22:15,0,0,0,0,0
28/07/2013,22:30,0,0,0,0,0
28/07/2013,22:45,0,0,0,0,0
28/07/2013,23:00,5,1,2,0,2
28/07/2013,23:15,2,1,1,0,0
28/07/2013,23:30,0,0,0,0,0
28/07/2013,23:45,0,0,0,0,0
29/07/2013,00:00,0,0,0,0,0
29/07/2013,00:15,0,0,0,0,0
29/07/2013,00:30,0,0,0,0,0
29/07/2013,00:45,0,0,0,0,0
29/07/2013,01:00,0,0,0,0,0
29/07/2013,01:15,1,0,0,0,1
29/07/2013,01:30,0,0,0,0,0
29/07/2013,01:45,0,0,0,0,0
29/07/2013,02:00,0,0,0,0,0
29/07/2013,02:15,0,0,0,0,0
29/07/2013,02:30,0,0,0,0,0
29/07/2013,02:45,0,0,0,0,0
29/07/2013,03:00,0,0,0,0,0
29/07/2013,03:15,0,0,0,0,0
29/07/2013,03:30,0,0,0,0,0
29/07/2013,03:45,0,0,0,0,0
29/07/2013,04:00,0,0,0,0,0
29/07/2013,04:15,0,0,0,0,0
29/07/2013,04:30,1,0,0,0,1
29/07/2013,04:45,0,0,0,0,0
29/07/2013,05:00,0,0,0,0,0
29/07/2013,05:15,7,1,2,2,2
29/07/2013,05:30,10,2,1,6,1
29/07/2013,05:45,6,0,0,4,2
29/07/2013,06:00,15,1,5,7,2
29/07/2013,06:15,16,3,2,6,5
29/07/2013,06:30,41,5,6,17,13
29/07/2013,06:45,44,9,4,20,11
29/07/2013,07:00,48,4,6,25,13
29/07/2013,07:15,50,5,3,25,17
29/07/2013,07:30,59,4,8,32,15
29/07/2013,07:45,76,10,15,28,23
29/07/2013,08:00,48,4,7,26,11
29/07/2013,08:15,40,8,6,17,9
29/07/2013,08:30,40,2,8,19,11
29/07/2013,08:45,29,3,2,17,7
29/07/2013,09:00,29,4,4,16,5
29/07/2013,09:15,34,4,5,14,11
29/07/2013,09:30,25,3,4,9,9
29/07/2013,09:45,28,5,7,10,6
29/07/2013,10:00,23,2,6,5,10
29/07/2013,10:15,23,5,6,4,8
29/07/2013,10:30,8,3,1,3,1
29/07/2013,10:45,21,7,0,11,3
29/07/2013,11:00,17,3,2,7,5
29/07/2013,11:15,13,4,1,6,2
29/07/2013,11:30,17,2,2,9,4
29/07/2013,11:45,13,2,2,4,5
29/07/2013,12:00,20,6,7,5,2
29/07/2013,12:15,20,2,3,8,7
29/07/2013,12:30,13,4,2,3,4
29/07/2013,12:45,28,5,10,8,5
29/07/2013,13:00,22,2,4,12,4
29/07/2013,13:15,25,5,9,2,9
29/07/2013,13:30,16,5,3,5,3
29/07/2013,13:45,27,4,2,6,15
29/07/2013,14:00,14,4,1,4,5
29/07/2013,14:15,15,3,5,4,3
29/07/2013,14:30,21,3,3,11,4
29/07/2013,14:45,21,2,2,10,7
29/07/2013,15:00,54,23,12,16,3
29/07/2013,15:15,16,4,0,6,6
29/07/2013,15:30,15,1,1,6,7
29/07/2013,15:45,17,6,1,6,4
29/07/2013,16:00,19,2,3,4,10
29/07/2013,16:15,24,4,4,6,10
29/07/2013,16:30,32,1,5,6,20
29/07/2013,16:45,33,3,1,11,18
29/07/2013,17:00,36,1,1,10,24
29/07/2013,17:15,41,3,1,13,24
29/07/2013,17:30,74,6,7,23,38
29/07/2013,17:45,62,8,13,11,30
29/07/2013,18:00,99,13,15,22,49
29/07/2013,18:15,86,14,7,21,44
29/07/2013,18:30,83,11,15,19,38
29/07/2013,18:45,85,5,16,24,40
29/07/2013,19:00,86,7,10,23,46
29/07/2013,19:15,74,13,15,13,33
29/07/2013,19:30,53,8,12,15,18
29/07/2013,19:45,64,9,13,11,31
29/07/2013,20:00,56,19,15,12,10
29/07/2013,20:15,32,6,7,9,10
29/07/2013,20:30,23,4,3,8,8
29/07/2013,20:45,15,2,5,4,4
29/07/2013,21:00,13,1,3,3,6
29/07/2013,21:15,6,0,1,2,3
29/07/2013,21:30,2,1,0,0,1
29/07/2013,21:45,8,0,1,4,3
29/07/2013,22:00,0,0,0,0,0
29/07/2013,22:15,1,0,1,0,0
29/07/2013,22:30,6,1,2,0,3
29/07/2013,22:45,2,1,1,0,0
29/07/2013,23:00,0,0,0,0,0
29/07/2013,23:15,3,0,0,0,3
29/07/2013,23:30,1,0,0,0,1
29/07/2013,23:45,1,0,0,0,1
30/07/2013,00:00,1,0,0,0,1
30/07/2013,00:15,0,0,0,0,0
30/07/2013,00:30,0,0,0,0,0
30/07/2013,00:45,0,0,0,0,0
30/07/2013,01:00,0,0,0,0,0
30/07/2013,01:15,0,0,0,0,0
30/07/2013,01:30,0,0,0,0,0
30/07/2013,01:45,0,0,0,0,0
30/07/2013,02:00,0,0,0,0,0
30/07/2013,02:15,0,0,0,0,0
30/07/2013,02:30,0,0,0,0,0
30/07/2013,02:45,0,0,0,0,0
30/07/2013,03:00,0,0,0,0,0
30/07/2013,03:15,0,0,0,0,0
30/07/2013,03:30,0,0,0,0,0
30/07/2013,03:45,0,0,0,0,0
30/07/2013,04:00,0,0,0,0,0
30/07/2013,04:15,0,0,0,0,0
30/07/2013,04:30,1,0,1,0,0
30/07/2013,04:45,1,0,1,0,0
30/07/2013,05:00,1,0,1,0,0
30/07/2013,05:15,3,0,0,2,1
30/07/2013,05:30,4,0,2,2,0
30/07/2013,05:45,16,2,6,4,4
30/07/2013,06:00,24,5,6,9,4
30/07/2013,06:15,34,6,10,10,8
30/07/2013,06:30,58,11,11,20,16
30/07/2013,06:45,50,9,8,20,13
30/07/2013,07:00,55,8,2,32,13
30/07/2013,07:15,53,2,10,25,16
30/07/2013,07:30,65,5,8,32,20
30/07/2013,07:45,49,4,9,21,15
30/07/2013,08:00,51,7,5,21,18
30/07/2013,08:15,50,9,2,21,18
30/07/2013,08:30,40,6,4,18,12
30/07/2013,08:45,36,4,3,17,12
30/07/2013,09:00,27,4,5,10,8
30/07/2013,09:15,29,6,5,9,9
30/07/2013,09:30,24,2,3,9,10
30/07/2013,09:45,16,3,3,3,7
30/07/2013,10:00,20,8,2,3,7
30/07/2013,10:15,19,2,2,3,12
30/07/2013,10:30,19,1,5,4,9
30/07/2013,10:45,32,5,6,7,14
30/07/2013,11:00,20,2,1,5,12
30/07/2013,11:15,9,2,0,4,3
30/07/2013,11:30,27,3,1,12,11
30/07/2013,11:45,18,3,5,4,6
30/07/2013,12:00,6,2,0,2,2
30/07/2013,12:15,18,1,4,11,2
30/07/2013,12:30,21,0,4,7,10
30/07/2013,12:45,15,6,0,5,4
30/07/2013,13:00,15,3,4,6,2
30/07/2013,13:15,13,3,3,4,3
30/07/2013,13:30,18,3,3,7,5
30/07/2013,13:45,6,0,1,2,3
30/07/2013,14:00,9,1,1,4,3
30/07/2013,14:15,7,2,1,0,4
30/07/2013,14:30,9,3,1,4,1
30/07/2013,14:45,14,2,4,3,5
30/07/2013,15:00,11,1,2,5,3
30/07/2013,15:15,13,3,2,2,6
30/07/2013,15:30,16,3,4,6,3
30/07/2013,15:45,31,6,3,10,12
30/07/2013,16:00,24,4,7,5,8
30/07/2013,16:15,24,3,3,4,14
30/07/2013,16:30,31,5,6,6,14
30/07/2013,16:45,41,3,3,10,25
30/07/2013,17:00,39,3,4,11,21
30/07/2013,17:15,56,3,8,8,37
30/07/2013,17:30,68,9,5,18,36
30/07/2013,17:45,63,8,9,11,35
30/07/2013,18:00,71,8,8,18,37
30/07/2013,18:15,76,4,5,24,43
30/07/2013,18:30,109,9,14,35,51
30/07/2013,18:45,82,12,14,13,43
30/07/2013,19:00,67,8,6,23,30
30/07/2013,19:15,58,8,8,11,31
30/07/2013,19:30,68,10,13,18,27
30/07/2013,19:45,50,12,8,11,19
30/07/2013,20:00,37,6,10,8,13
30/07/2013,20:15,32,4,12,6,10
30/07/2013,20:30,16,0,4,8,4
30/07/2013,20:45,11,0,2,2,7
30/07/2013,21:00,7,0,1,1,5
30/07/2013,21:15,6,2,2,0,2
30/07/2013,21:30,3,0,1,1,1
30/07/2013,21:45,2,1,0,1,0
30/07/2013,22:00,1,0,0,1,0
30/07/2013,22:15,4,1,0,2,1
30/07/2013,22:30,1,1,0,0,0
30/07/2013,22:45,0,0,0,0,0
30/07/2013,23:00,0,0,0,0,0
30/07/2013,23:15,0,0,0,0,0
30/07/2013,23:30,0,0,0,0,0
30/07/2013,23:45,1,0,0,0,1
31/07/2013,00:00,5,2,2,1,0
31/07/2013,00:15,0,0,0,0,0
31/07/2013,00:30,0,0,0,0,0
31/07/2013,00:45,0,0,0,0,0
31/07/2013,01:00,0,0,0,0,0
31/07/2013,01:15,1,0,0,0,1
31/07/2013,01:30,0,0,0,0,0
31/07/2013,01:45,1,0,0,0,1
31/07/2013,02:00,0,0,0,0,0
31/07/2013,02:15,0,0,0,0,0
31/07/2013,02:30,0,0,0,0,0
31/07/2013,02:45,0,0,0,0,0
31/07/2013,03:00,0,0,0,0,0
31/07/2013,03:15,0,0,0,0,0
31/07/2013,03:30,1,0,0,1,0
31/07/2013,03:45,2,0,0,0,2
31/07/2013,04:00,0,0,0,0,0
31/07/2013,04:15,0,0,0,0,0
31/07/2013,04:30,1,0,0,1,0
31/07/2013,04:45,4,0,1,1,2
31/07/2013,05:00,0,0,0,0,0
31/07/2013,05:15,2,1,0,1,0
31/07/2013,05:30,9,2,1,2,4
31/07/2013,05:45,11,1,5,5,0
31/07/2013,06:00,26,8,4,11,3
31/07/2013,06:15,35,1,14,16,4
31/07/2013,06:30,36,8,7,17,4
31/07/2013,06:45,58,9,7,25,17
31/07/2013,07:00,55,10,6,29,10
31/07/2013,07:15,50,10,2,28,10
31/07/2013,07:30,50,3,3,27,17
31/07/2013,07:45,50,7,5,23,15
31/07/2013,08:00,54,6,8,19,21
31/07/2013,08:15,58,4,4,25,25
31/07/2013,08:30,38,6,0,18,14
31/07/2013,08:45,36,5,4,18,9
31/07/2013,09:00,36,6,3,11,16
31/07/2013,09:15,19,1,1,11,6
31/07/2013,09:30,30,2,8,14,6
31/07/2013,09:45,10,1,2,1,6
31/07/2013,10:00,10,3,1,3,3
31/07/2013,10:15,15,5,2,3,5
31/07/2013,10:30,18,3,4,6,5
31/07/2013,10:45,6,2,1,1,2
31/07/2013,11:00,11,3,2,3,3
31/07/2013,11:15,29,5,7,5,12
31/07/2013,11:30,21,3,4,3,11
31/07/2013,11:45,7,1,1,3,2
31/07/2013,12:00,13,4,1,5,3
31/07/2013,12:15,14,3,6,2,3
31/07/2013,12:30,16,2,1,5,8
31/07/2013,12:45,13,3,4,2,4
31/07/2013,13:00,14,2,4,3,5
31/07/2013,13:15,15,3,3,6,3
31/07/2013,13:30,12,3,3,5,1
31/07/2013,13:45,13,2,4,4,3
31/07/2013,14:00,11,3,3,1,4
31/07/2013,14:15,11,2,1,4,4
31/07/2013,14:30,16,1,4,4,7
31/07/2013,14:45,12,1,3,2,6
31/07/2013,15:00,11,3,2,0,6
31/07/2013,15:15,15,3,3,3,6
31/07/2013,15:30,17,3,3,1,10
31/07/2013,15:45,24,0,2,8,14
31/07/2013,16:00,19,5,2,6,6
31/07/2013,16:15,29,4,3,6,16
31/07/2013,16:30,22,0,4,7,11
31/07/2013,16:45,40,5,9,8,18
31/07/2013,17:00,39,4,2,13,20
31/07/2013,17:15,41,5,7,7,22
31/07/2013,17:30,42,1,6,7,28
31/07/2013,17:45,69,3,11,14,41
31/07/2013,18:00,56,3,5,12,36
31/07/2013,18:15,55,5,5,10,35
31/07/2013,18:30,74,4,6,15,49
31/07/2013,18:45,53,4,6,11,32
31/07/2013,19:00,51,8,5,22,16
31/07/2013,19:15,30,5,7,2,16
31/07/2013,19:30,29,5,4,5,15
31/07/2013,19:45,26,3,2,5,16
31/07/2013,20:00,8,4,0,1,3
31/07/2013,20:15,9,0,2,4,3
31/07/2013,20:30,3,0,0,1,2
31/07/2013,20:45,2,0,0,0,2
31/07/2013,21:00,3,0,2,0,1
31/07/2013,21:15,0,0,0,0,0
31/07/2013,21:30,7,4,2,0,1
31/07/2013,21:45,3,0,0,2,1
31/07/2013,22:00,1,0,0,1,0
31/07/2013,22:15,2,0,1,1,0
31/07/2013,22:30,2,0,0,0,2
31/07/2013,22:45,1,0,0,1,0
31/07/2013,23:00,0,0,0,0,0
31/07/2013,23:15,0,0,0,0,0
31/07/2013,23:30,0,0,0,0,0
31/07/2013,23:45,1,0,0,0,1
01/08/2013,00:00,0,0,0,0,0
01/08/2013,00:15,2,1,1,0,0
01/08/2013,00:30,0,0,0,0,0
01/08/2013,00:45,0,0,0,0,0
01/08/2013,01:00,0,0,0,0,0
01/08/2013,01:15,0,0,0,0,0
01/08/2013,01:30,0,0,0,0,0
01/08/2013,01:45,0,0,0,0,0
01/08/2013,02:00,0,0,0,0,0
01/08/2013,02:15,0,0,0,0,0
01/08/2013,02:30,0,0,0,0,0
01/08/2013,02:45,0,0,0,0,0
01/08/2013,03:00,0,0,0,0,0
01/08/2013,03:15,0,0,0,0,0
01/08/2013,03:30,0,0,0,0,0
01/08/2013,03:45,0,0,0,0,0
01/08/2013,04:00,0,0,0,0,0
01/08/2013,04:15,0,0,0,0,0
01/08/2013,04:30,2,0,2,0,0
01/08/2013,04:45,2,1,1,0,0
01/08/2013,05:00,0,0,0,0,0
01/08/2013,05:15,0,0,0,0,0
01/08/2013,05:30,3,0,1,2,0
01/08/2013,05:45,1,0,1,0,0
01/08/2013,06:00,7,2,2,3,0
01/08/2013,06:15,11,3,2,5,1
01/08/2013,06:30,12,0,2,9,1
01/08/2013,06:45,16,3,6,4,3
01/08/2013,07:00,22,3,4,14,1
01/08/2013,07:15,18,5,2,7,4
01/08/2013,07:30,25,6,4,9,6
01/08/2013,07:45,15,3,2,8,2
01/08/2013,08:00,20,3,4,9,4
01/08/2013,08:15,28,5,6,9,8
01/08/2013,08:30,18,6,3,5,4
01/08/2013,08:45,23,2,2,12,7
01/08/2013,09:00,8,2,1,3,2
01/08/2013,09:15,13,3,1,5,4
01/08/2013,09:30,15,5,3,5,2
01/08/2013,09:45,11,2,2,5,2
01/08/2013,10:00,2,0,1,1,0
01/08/2013,10:15,6,1,3,1,1
01/08/2013,10:30,5,1,0,2,2
01/08/2013,10:45,5,1,1,2,1
01/08/2013,11:00,5,0,0,4,1
01/08/2013,11:15,9,5,1,2,1
01/08/2013,11:30,12,6,1,3,2
01/08/2013,11:45,9,4,0,2,3
01/08/2013,12:00,12,2,4,1,5
01/08/2013,12:15,10,3,3,4,0
01/08/2013,12:30,15,5,5,4,1
01/08/2013,12:45,6,4,1,1,0
01/08/2013,13:00,10,5,3,0,2
01/08/2013,13:15,14,4,4,2,4
01/08/2013,13:30,5,3,1,0,1
01/08/2013,13:45,12,3,2,1,6
01/08/2013,14:00,9,2,1,3,3
01/08/2013,14:15,13,4,3,3,3
01/08/2013,14:30,14,1,3,5,5
01/08/2013,14:45,14,4,5,2,3
01/08/2013,15:00,19,3,3,7,6
01/08/2013,15:15,10,2,1,6,1
01/08/2013,15:30,14,1,2,4,7
01/08/2013,15:45,9,2,2,2,3
01/08/2013,16:00,14,3,1,5,5
01/08/2013,16:15,19,2,4,5,8
01/08/2013,16:30,18,3,2,4,9
01/08/2013,16:45,16,0,3,2,11
01/08/2013,17:00,19,2,2,4,11
01/08/2013,17:15,21,0,5,5,11
01/08/2013,17:30,34,7,3,2,22
01/08/2013,17:45,42,4,9,5,24
01/08/2013,18:00,19,5,3,3,8
01/08/2013,18:15,26,3,6,6,11
01/08/2013,18:30,27,5,5,2,15
01/08/2013,18:45,25,5,10,4,6
01/08/2013,19:00,27,7,7,4,9
01/08/2013,19:15,24,5,6,3,10
01/08/2013,19:30,14,3,4,6,1
01/08/2013,19:45,17,3,4,6,4
01/08/2013,20:00,12,4,6,0,2
01/08/2013,20:15,11,3,1,6,1
01/08/2013,20:30,6,2,0,2,2
01/08/2013,20:45,2,1,1,0,0
01/08/2013,21:00,1,0,0,0,1
01/08/2013,21:15,2,0,0,1,1
01/08/2013,21:30,2,0,0,0,2
01/08/2013,21:45,2,0,1,1,0
01/08/2013,22:00,3,0,1,0,2
01/08/2013,22:15,1,0,1,0,0
01/08/2013,22:30,2,1,1,0,0
01/08/2013,22:45,1,0,0,0,1
01/08/2013,23:00,2,0,0,0,2
01/08/2013,23:15,0,0,0,0,0
01/08/2013,23:30,0,0,0,0,0
01/08/2013,23:45,0,0,0,0,0
02/08/2013,00:00,1,0,0,0,1
02/08/2013,00:15,0,0,0,0,0
02/08/2013,00:30,0,0,0,0,0
02/08/2013,00:45,0,0,0,0,0
02/08/2013,01:00,0,0,0,0,0
02/08/2013,01:15,0,0,0,0,0
02/08/2013,01:30,0,0,0,0,0
02/08/2013,01:45,2,0,1,0,1
02/08/2013,02:00,0,0,0,0,0
02/08/2013,02:15,0,0,0,0,0
02/08/2013,02:30,0,0,0,0,0
02/08/2013,02:45,0,0,0,0,0
02/08/2013,03:00,0,0,0,0,0
02/08/2013,03:15,1,0,0,0,1
02/08/2013,03:30,1,0,0,1,0
02/08/2013,03:45,1,0,0,0,1
02/08/2013,04:00,0,0,0,0,0
02/08/2013,04:15,1,1,0,0,0
02/08/2013,04:30,0,0,0,0,0
02/08/2013,04:45,1,0,0,1,0
02/08/2013,05:00,0,0,0,0,0
02/08/2013,05:15,2,0,2,0,0
02/08/2013,05:30,11,1,2,4,4
02/08/2013,05:45,10,3,0,7,0
02/08/2013,06:00,17,2,5,8,2
02/08/2013,06:15,26,3,4,15,4
02/08/2013,06:30,36,7,11,15,3
02/08/2013,06:45,59,11,11,20,17
02/08/2013,07:00,58,10,6,32,10
02/08/2013,07:15,48,6,3,22,17
02/08/2013,07:30,40,2,4,23,11
02/08/2013,07:45,44,6,6,21,11
02/08/2013,08:00,42,9,9,21,3
02/08/2013,08:15,42,6,3,20,13
02/08/2013,08:30,51,7,5,24,15
02/08/2013,08:45,44,5,4,14,21
02/08/2013,09:00,31,4,3,13,11
02/08/2013,09:15,21,8,3,5,5
02/08/2013,09:30,25,5,3,7,10
02/08/2013,09:45,17,2,1,5,9
02/08/2013,10:00,29,9,8,3,9
02/08/2013,10:15,22,4,1,7,10
02/08/2013,10:30,27,4,6,13,4
02/08/2013,10:45,18,3,3,7,5
02/08/2013,11:00,12,3,2,4,3
02/08/2013,11:15,24,8,5,7,4
02/08/2013,11:30,18,6,1,8,3
02/08/2013,11:45,16,2,4,5,5
02/08/2013,12:00,17,3,3,2,9
02/08/2013,12:15,26,2,2,4,18
02/08/2013,12:30,24,8,7,7,2
02/08/2013,12:45,21,6,5,4,6
02/08/2013,13:00,23,7,4,6,6
02/08/2013,13:15,19,6,1,4,8
02/08/2013,13:30,28,5,5,9,9
02/08/2013,13:45,22,1,3,9,9
02/08/2013,14:00,17,3,1,7,6
02/08/2013,14:15,10,2,1,4,3
02/08/2013,14:30,22,2,3,3,14
02/08/2013,14:45,26,5,2,8,11
02/08/2013,15:00,17,2,4,3,8
02/08/2013,15:15,25,2,5,11,7
02/08/2013,15:30,25,4,0,6,15
02/08/2013,15:45,29,4,4,9,12
02/08/2013,16:00,19,3,1,3,12
02/08/2013,16:15,29,4,4,4,17
02/08/2013,16:30,44,2,2,18,22
02/08/2013,16:45,34,6,3,8,17
02/08/2013,17:00,37,5,3,6,23
02/08/2013,17:15,46,3,2,11,30
02/08/2013,17:30,61,5,6,16,34
02/08/2013,17:45,74,7,4,23,40
02/08/2013,18:00,55,7,1,14,33
02/08/2013,18:15,47,4,4,10,29
02/08/2013,18:30,38,3,5,11,19
02/08/2013,18:45,32,2,4,8,18
02/08/2013,19:00,48,1,7,8,32
02/08/2013,19:15,30,4,4,8,14
02/08/2013,19:30,32,2,5,6,19
02/08/2013,19:45,26,5,4,7,10
02/08/2013,20:00,25,7,6,5,7
02/08/2013,20:15,17,1,2,9,5
02/08/2013,20:30,10,1,2,3,4
02/08/2013,20:45,6,1,2,0,3
02/08/2013,21:00,8,4,0,0,4
02/08/2013,21:15,1,0,0,0,1
02/08/2013,21:30,2,0,0,0,2
02/08/2013,21:45,1,0,1,0,0
02/08/2013,22:00,3,1,1,0,1
02/08/2013,22:15,3,1,2,0,0
02/08/2013,22:30,2,0,2,0,0
02/08/2013,22:45,0,0,0,0,0
02/08/2013,23:00,0,0,0,0,0
02/08/2013,23:15,2,1,1,0,0
02/08/2013,23:30,0,0,0,0,0
02/08/2013,23:45,2,0,1,0,1
03/08/2013,00:00,0,0,0,0,0
03/08/2013,00:15,0,0,0,0,0
03/08/2013,00:30,0,0,0,0,0
03/08/2013,00:45,0,0,0,0,0
03/08/2013,01:00,0,0,0,0,0
03/08/2013,01:15,2,1,0,1,0
03/08/2013,01:30,0,0,0,0,0
03/08/2013,01:45,1,0,0,0,1
03/08/2013,02:00,1,0,1,0,0
03/08/2013,02:15,0,0,0,0,0
03/08/2013,02:30,0,0,0,0,0
03/08/2013,02:45,0,0,0,0,0
03/08/2013,03:00,1,1,0,0,0
03/08/2013,03:15,0,0,0,0,0
03/08/2013,03:30,1,0,0,1,0
03/08/2013,03:45,0,0,0,0,0
03/08/2013,04:00,1,0,0,0,1
03/08/2013,04:15,2,2,0,0,0
03/08/2013,04:30,0,0,0,0,0
03/08/2013,04:45,0,0,0,0,0
03/08/2013,05:00,0,0,0,0,0
03/08/2013,05:15,0,0,0,0,0
03/08/2013,05:30,0,0,0,0,0
03/08/2013,05:45,2,1,0,0,1
03/08/2013,06:00,4,2,1,0,1
03/08/2013,06:15,12,4,5,0,3
03/08/2013,06:30,22,1,13,2,6
03/08/2013,06:45,67,31,24,2,10
03/08/2013,07:00,25,5,5,7,8
03/08/2013,07:15,20,5,9,4,2
03/08/2013,07:30,27,9,5,5,8
03/08/2013,07:45,33,8,4,10,11
03/08/2013,08:00,33,11,7,9,6
03/08/2013,08:15,35,12,12,5,6
03/08/2013,08:30,52,23,13,6,10
03/08/2013,08:45,51,13,12,12,14
03/08/2013,09:00,35,9,8,6,12
03/08/2013,09:15,37,8,11,5,13
03/08/2013,09:30,42,5,8,11,18
03/08/2013,09:45,38,8,9,8,13
03/08/2013,10:00,17,7,4,3,3
03/08/2013,10:15,39,8,8,7,16
03/08/2013,10:30,35,7,9,6,13
03/08/2013,10:45,38,9,11,7,11
03/08/2013,11:00,37,6,4,10,17
03/08/2013,11:15,41,10,9,13,9
03/08/2013,11:30,42,7,7,10,18
03/08/2013,11:45,51,8,10,8,25
03/08/2013,12:00,47,6,6,20,15
03/08/2013,12:15,17,4,4,4,5
03/08/2013,12:30,35,4,6,6,19
03/08/2013,12:45,38,8,4,9,17
03/08/2013,13:00,27,5,5,7,10
03/08/2013,13:15,34,5,4,10,15
03/08/2013,13:30,20,1,2,8,9
03/08/2013,13:45,37,1,4,16,16
03/08/2013,14:00,36,5,4,9,18
03/08/2013,14:15,36,9,5,11,11
03/08/2013,14:30,20,4,2,8,6
03/08/2013,14:45,24,2,4,8,10
03/08/2013,15:00,31,4,6,7,14
03/08/2013,15:15,36,2,5,14,15
03/08/2013,15:30,37,10,2,12,13
03/08/2013,15:45,19,0,3,5,11
03/08/2013,16:00,24,3,5,5,11
03/08/2013,16:15,20,2,1,8,9
03/08/2013,16:30,28,2,3,4,19
03/08/2013,16:45,29,3,4,8,14
03/08/2013,17:00,31,9,4,10,8
03/08/2013,17:15,13,3,3,1,6
03/08/2013,17:30,21,4,6,4,7
03/08/2013,17:45,11,0,2,3,6
03/08/2013,18:00,14,1,4,2,7
03/08/2013,18:15,15,3,3,4,5
03/08/2013,18:30,13,4,1,4,4
03/08/2013,18:45,6,2,1,1,2
03/08/2013,19:00,5,1,1,1,2
